Symbol,Token,,,,NIFTY 50,,,,,
617KL27,1709,,,,,,,,,
617TS25,22194,,,,,,,,,
618GJ26,3058,,,,,,,,,
618GJ26A,7892,,,,,,,,,
TATAGOLD,21401,,,,,,,,,
618GS2024,14251,,,,,,,,,
619AS26,2123,,,,,,,,,
619GS2034,18973,,,,,,,,,
61CG27,2013,,,,,,,,,
61RJ26,3638,,,,,,,,,
61RJ27,837,,,,,,,,,
621AS26,2224,,,,,,,,,
622GS2035,953,,,,,,,,,
622KL27,1361,,,,,,,,,
623RJ27,5877,,,,,,,,,
624HR26,21640,,,,,,,,,
624MH26,5330,,,,,,,,,
574GS2026,6695,,,,,,,,,
572BR26,1886,,,,,,,,,
56RJ24,416,,,,,,,,,
364D130225,22710,,,,,,,,,
364D130325,23108,,,,,,,,,
364D130624,16847,,,,,,,,,
364D141124,20205,,,,,,,,,
364D150525,23763,,,,,,,,,
364D160125,21570,,,,,,,,,
364D160824,18112,,,,,,,,,
364D171024,19558,,,,,,,,,
364D180425,23550,,,,,,,,,
364D180724,17332,,,,,,,,,
364D190924,18607,,,,,,,,,
364D191224,20719,,,,,,,,,
364D200225,22763,,,,,,,,,
364D200325,23221,,,,,,,,,
364D200624,16942,,,,,,,,,
364D211124,20256,,,,,,,,,
364D220824,18228,,,,,,,,,
364D230125,21952,,,,,,,,,
364D240425,23602,,,,,,,,,
364D241024,19626,,,,,,,,,
364D250724,17470,,,,,,,,,
679WB28,4877,,,,,,,,,
364D261224,20952,,,,,,,,,
679WB28A,5344,,,,,,,,,
364D121224,20487,,,,,,,,,
67PN30,21719,,,,,,,,,
67NL30,86,,,,,,,,,
67ML30,83,,,,,,,,,
67MH28,158,,,,,,,,,
UTINIFTETF,10511,,,,,,,,,
67KL27,21916,,,,,,,,,
67KA30,170,,,,,,,,,
PVTBANIETF,11386,,,,,,,,,
UTINEXT50,21478,,,,,,,,,
PVTBANKADD,17576,,,,,,,,,
67JK32,1253,,,,,,,,,
67JK30,23,,,,,,,,,
QGOLDHALF,15330,,,,,,,,,
67HR30,26,,,,,,,,,
QNIFTY,16819,,,,,,,,,
67GJ30,167,,,,,,,,,
QUAL30IETF,17808,,,,,,,,,
UTIBANKETF,22440,,,,,,,,,
364D110425,23501,,,,,,,,,
364D110724,17265,,,,,,,,,
364D120924,18542,,,,,,,,,
67AS27,2374,,,,,,,,,
UTISENSETF,10515,,,,,,,,,
364D270225,22885,,,,,,,,,
364D270924,19003,,,,,,,,,
53BR25,1207,,,,,,,,,
540CG24,22331,,,,,,,,,
541AP24,22334,,,,,,,,,
541GA25,1697,,,,,,,,,
544AP24,20736,,,,,,,,,
544KL24,21900,,,,,,,,,
545AP24,20281,,,,,,,,,
545RJ25,22022,,,,,,,,,
546PY25,2012,,,,,,,,,
546TN24,22109,,,,,,,,,
547RJ24,22051,,,,,,,,,
549RJ25,22300,,,,,,,,,
54BR24,587,,,,,,,,,
552AP24,22446,,,,,,,,,
553KL25,21917,,,,,,,,,
563GS2026,3202,,,,,,,,,
565RJ25,22052,,,,,,,,,
565TN25,4562,,,,,,,,,
568MH24,155,,,,,,,,,
TNIDETF,8882,,,,,,,,,
56MH24,12,,,,,,,,,
539RJ25,2011,,,,,,,,,
364D270325,23360,,,,,,,,,
539RJ24,22339,,,,,,,,,
535RJ25,1513,,,,,,,,,
364D280624,17009,,,,,,,,,
364D281124,20371,,,,,,,,,
364D290824,18340,,,,,,,,,
364D300125,22512,,,,,,,,,
364D300524,16412,,,,,,,,,
364D311024,19751,,,,,,,,,
495ML24,5554,,,,,,,,,
497AS24,5523,,,,,,,,,
503KL24,21918,,,,,,,,,
505RJ24,22270,,,,,,,,,
512BR24,1071,,,,,,,,,
515GS2025,1054,,,,,,,,,
522GS2025,18976,,,,,,,,,
524AS24,752,,,,,,,,,
525AS24,6555,,,,,,,,,
527BR24,755,,,,,,,,,
532AS25,1210,,,,,,,,,
532AS26,1821,,,,,,,,,
532CG25,1209,,,,,,,,,
532RJ25,1700,,,,,,,,,
535CG25,971,,,,,,,,,
538CG25,835,,,,,,,,,
727AR32,7897,,,,,,,,,
75HR29,13594,,,,,,,,,
727GJ31,15744,,,,,,,,,
77TS38,20480,,,,,,,,,
77UP33,19616,,,,,,,,,
77UP34,19484,,,,,,,,,
77UP35,20221,,,,,,,,,
780AP33,21050,,,,,,,,,
780HR30,20219,,,,,,,,,
780KA30,20964,,,,,,,,,
781GA32,9779,,,,,,,,,
781GJ32,11506,,,,,,,,,
781HR32,9780,,,,,,,,,
781HR32A,10331,,,,,,,,,
781HR32B,10461,,,,,,,,,
781HR32C,11690,,,,,,,,,
781KL44,11706,,,,,,,,,
781MZ37,20400,,,,,,,,,
781RJ32,10462,,,,,,,,,
781RJ47,10219,,,,,,,,,
781TN52,10190,,,,,,,,,
781UP32,11408,,,,,,,,,
781UP34,11603,,,,,,,,,
781UP34A,14830,,,,,,,,,
782AP35,11412,,,,,,,,,
782AP42,10555,,,,,,,,,
77TN42,10844,,,,,,,,,
782AS32,10246,,,,,,,,,
77SK34,22498,,,,,,,,,
77RJ32,9532,,,,,,,,,
77BR38,20226,,,,,,,,,
77GA33,19481,,,,,,,,,
77GA33A,19910,,,,,,,,,
77GA33B,20171,,,,,,,,,
77HP36,13896,,,,,,,,,
77HP38,13901,,,,,,,,,
77HR31,14159,,,,,,,,,
77HR32,14532,,,,,,,,,
77HR34,12303,,,,,,,,,
77JK37,13392,,,,,,,,,
77KA33,19909,,,,,,,,,
77KA34,19606,,,,,,,,,
77KL47,11424,,,,,,,,,
77MH30,11590,,,,,,,,,
77MH31,14424,,,,,,,,,
77MH33,14425,,,,,,,,,
77MH33A,20172,,,,,,,,,
77MH34,19899,,,,,,,,,
77MH34A,20173,,,,,,,,,
77MN35,13892,,,,,,,,,
77MZ35,13256,,,,,,,,,
77PN40,13992,,,,,,,,,
77PN42,11416,,,,,,,,,
77RJ43,19732,,,,,,,,,
77BR32,12300,,,,,,,,,
782AS32A,11764,,,,,,,,,
782HP32,10247,,,,,,,,,
784RJ41,14845,,,,,,,,,
784TN52,9953,,,,,,,,,
784TS34,11409,,,,,,,,,
784TS36,10545,,,,,,,,,
784TS39,11767,,,,,,,,,
784TS40,11768,,,,,,,,,
785AP37,9928,,,,,,,,,
785AP40,11514,,,,,,,,,
785AS32,10197,,,,,,,,,
785AS32A,11505,,,,,,,,,
785BR32,11513,,,,,,,,,
785BR32A,11682,,,,,,,,,
785HP36,11870,,,,,,,,,
785KL34,9788,,,,,,,,,
785KL35,10532,,,,,,,,,
785MP32,10198,,,,,,,,,
785PN32,10394,,,,,,,,,
785PN42,11515,,,,,,,,,
785RJ37,9943,,,,,,,,,
785RJ39,9952,,,,,,,,,
785SK32,11509,,,,,,,,,
785UK30,22201,,,,,,,,,
785UK32,11510,,,,,,,,,
784RJ32,11691,,,,,,,,,
782GJ32,10196,,,,,,,,,
784HP37,11874,,,,,,,,,
783WB32,9782,,,,,,,,,
782MN32,9781,,,,,,,,,
782NL32,10463,,,,,,,,,
782NL32A,11881,,,,,,,,,
782PN42,10558,,,,,,,,,
782RJ32,11765,,,,,,,,,
782RJ44,10525,,,,,,,,,
782SK32,10470,,,,,,,,,
782SK32A,11878,,,,,,,,,
782TN32,11693,,,,,,,,,
782WB32,10252,,,,,,,,,
783AS32,10357,,,,,,,,,
783BR32,11882,,,,,,,,,
783GA32,11683,,,,,,,,,
783HR32,11507,,,,,,,,,
783KL39,14840,,,,,,,,,
783MH30,21940,,,,,,,,,
783MN32,10368,,,,,,,,,
783PN42,11769,,,,,,,,,
783RJ32,9915,,,,,,,,,
783RJ50,14854,,,,,,,,,
783TN42,11704,,,,,,,,,
783TS35,11413,,,,,,,,,
783TS36,11415,,,,,,,,,
784AS32,11679,,,,,,,,,
77BR31,19522,,,,,,,,,
77AP43A,21168,,,,,,,,,
77AP43,19730,,,,,,,,,
775RJ36,19903,,,,,,,,,
775SK33,14822,,,,,,,,,
775SK33A,19483,,,,,,,,,
775TN30,22104,,,,,,,,,
775TN32,10651,,,,,,,,,
775TS37,19725,,,,,,,,,
775UP33,20349,,,,,,,,,
775UP34,20351,,,,,,,,,
775UP35,14441,,,,,,,,,
775UP38,14442,,,,,,,,,
775WB39,14446,,,,,,,,,
776AP32,9438,,,,,,,,,
776AP37,19726,,,,,,,,,
776HP30,10235,,,,,,,,,
776HP33,14641,,,,,,,,,
776HR30,11867,,,,,,,,,
776KL35,21272,,,,,,,,,
776KL38,10773,,,,,,,,,
776KL51,14855,,,,,,,,,
776KL58,14861,,,,,,,,,
776MH30,11390,,,,,,,,,
776MN35,14379,,,,,,,,,
776MP37,19727,,,,,,,,,
775RJ35,20354,,,,,,,,,
776MP37A,20357,,,,,,,,,
775PN42,10782,,,,,,,,,
775NL33,14821,,,,,,,,,
774RJ33,20347,,,,,,,,,
774RJ33A,20394,,,,,,,,,
774RJ34,21156,,,,,,,,,
774RJ39,19728,,,,,,,,,
774RJ40,14654,,,,,,,,,
774RJ42,11418,,,,,,,,,
774RJ49,14663,,,,,,,,,
774TS35,20352,,,,,,,,,
774TS45,10783,,,,,,,,,
774TS46,10784,,,,,,,,,
774TS48,14660,,,,,,,,,
774UK33,14376,,,,,,,,,
774UP37,14554,,,,,,,,,
774WB39,11607,,,,,,,,,
774WB41,14655,,,,,,,,,
774WB43,14658,,,,,,,,,
775AP29,11760,,,,,,,,,
775CG31,14816,,,,,,,,,
775GA33,20348,,,,,,,,,
775GJ32,11400,,,,,,,,,
775HP32,14818,,,,,,,,,
775HR35,19722,,,,,,,,,
775HR35A,20353,,,,,,,,,
775PN36,19486,,,,,,,,,
776PN37,9449,,,,,,,,,
776TN53,14860,,,,,,,,,
776UK33,14820,,,,,,,,,
778RJ33,14824,,,,,,,,,
778TS34,14647,,,,,,,,,
778UP35,14649,,,,,,,,,
778UP36,14651,,,,,,,,,
779AP31,10458,,,,,,,,,
779HP38,14839,,,,,,,,,
779JK35,14650,,,,,,,,,
779PN36,20356,,,,,,,,,
779PN37,20360,,,,,,,,,
779PN38,21166,,,,,,,,,
779RJ32,11404,,,,,,,,,
779TN32,11405,,,,,,,,,
779UP33,14829,,,,,,,,,
779WB40,19905,,,,,,,,,
779WB42,14447,,,,,,,,,
77AP28,14359,,,,,,,,,
77AP29,14421,,,,,,,,,
77AP29A,20390,,,,,,,,,
77AP30,14268,,,,,,,,,
77AP30A,14636,,,,,,,,,
77AP32,14958,,,,,,,,,
77AP38,20482,,,,,,,,,
77AP42,21825,,,,,,,,,
778PY36,21277,,,,,,,,,
778PN37,21165,,,,,,,,,
778NL33,20395,,,,,,,,,
778MZ37,11294,,,,,,,,,
777AP35,20355,,,,,,,,,
777AP40,14341,,,,,,,,,
777GJ31,9771,,,,,,,,,
777GJ32,10459,,,,,,,,,
777HR32,10652,,,,,,,,,
777HR33,14825,,,,,,,,,
777HR36,21276,,,,,,,,,
777JK35,14437,,,,,,,,,
777JK37,11604,,,,,,,,,
777MN38,20361,,,,,,,,,
777MP43,14451,,,,,,,,,
785WB42,14849,,,,,,,,,
777MP47,14850,,,,,,,,,
777PN36,20397,,,,,,,,,
777RJ32,10638,,,,,,,,,
777RJ33,14642,,,,,,,,,
778AP41,9450,,,,,,,,,
778AP42,9451,,,,,,,,,
778AS34,21270,,,,,,,,,
778BR31,19747,,,,,,,,,
778MH29,21933,,,,,,,,,
778MH30,11678,,,,,,,,,
778ML31,10330,,,,,,,,,
778MZ32,11401,,,,,,,,,
777PN33,19720,,,,,,,,,
786AP33,11759,,,,,,,,,
786AS32,9916,,,,,,,,,
786HR32,10202,,,,,,,,,
91D270624,23358,,,,,,,,,
91D300524,22883,,,,,,,,,
923GS2043,7087,,,,,,,,,
92GS2030,7039,,,,,,,,,
75HP36,10960,,,,,,,,,
75GS2034,6873,,,,,,,,,
75GA33,18082,,,,,,,,,
75BR31,18080,,,,,,,,,
75AS34,23494,,,,,,,,,
75AP41,19174,,,,,,,,,
75AP32,23582,,,,,,,,,
75AP28,12660,,,,,,,,,
759WB39,19172,,,,,,,,,
759TS46,21830,,,,,,,,,
759TS40A,14167,,,,,,,,,
759TS40,13721,,,,,,,,,
759TS37,13719,,,,,,,,,
759TN44,21829,,,,,,,,,
759RJ48,15109,,,,,,,,,
759RJ46,19906,,,,,,,,,
759PY41,14168,,,,,,,,,
759PN39,14279,,,,,,,,,
759PN33,15019,,,,,,,,,
91D250724,23600,,,,,,,,,
759MP38,14277,,,,,,,,,
91D200624,23219,,,,,,,,,
91D150824,23761,,,,,,,,,
831RJ27,22062,,,,,,,,,
832GS2032,6899,,,,,,,,,
833GS2026,7019,,,,,,,,,
833GS2032,6922,,,,,,,,,
833GS2036,6883,,,,,,,,,
83GS2040,6981,,,,,,,,,
83GS2042,7034,,,,,,,,,
84GS2024,7097,,,,,,,,,
86GS2028,7088,,,,,,,,,
883GS2041,7013,,,,,,,,,
896KL35,21906,,,,,,,,,
897GS2030,7011,,,,,,,,,
8AR30,20963,,,,,,,,,
8AS30,21048,,,,,,,,,
8HR30,21031,,,,,,,,,
8MN30,21923,,,,,,,,,
915GS2024,7010,,,,,,,,,
91D020824,23644,,,,,,,,,
91D040724,23435,,,,,,,,,
91D060624,23002,,,,,,,,,
91D080824,23684,,,,,,,,,
91D120724,23499,,,,,,,,,
91D130624,23106,,,,,,,,,
91D190724,23548,,,,,,,,,
759MN35,18991,,,,,,,,,
759KA38,13049,,,,,,,,,
ABSLBANETF,13987,,,,,,,,,
757TN33,13715,,,,,,,,,
757MH31,13913,,,,,,,,,
757JK34,11096,,,,,,,,,
757HR30,12664,,,,,,,,,
757HP32,13117,,,,,,,,,
757HP31,10526,,,,,,,,,
757GS2033,10046,,,,,,,,,
757GJ32,13773,,,,,,,,,
757GJ31,13369,,,,,,,,,
757GJ26,11866,,,,,,,,,
757AS32,13112,,,,,,,,,
756WB42,11161,,,,,,,,,
756WB39,11159,,,,,,,,,
756UP35,19168,,,,,,,,,
756TS48,14112,,,,,,,,,
756TS40,11160,,,,,,,,,
756TN54,21548,,,,,,,,,
756TN53A,20933,,,,,,,,,
756TN53,14357,,,,,,,,,
756RJ48,14113,,,,,,,,,
756RJ33,15095,,,,,,,,,
756JK53,19521,,,,,,,,,
756JK48,20230,,,,,,,,,
757TN53,14455,,,,,,,,,
757TS31,13772,,,,,,,,,
758AP40,10911,,,,,,,,,
758AP42,10913,,,,,,,,,
ABSLLIQUID,14518,,,,,,,,,
ABSLNN50ET,7339,,,,,,,,,
759HR35,19166,,,,,,,,,
759HP38,14276,,,,,,,,,
759GS2029,7130,,,,,,,,,
759GS2026,7139,,,,,,,,,
759CG30,22158,,,,,,,,,
759AP33,13717,,,,,,,,,
758TS45,14353,,,,,,,,,
758TS41,20745,,,,,,,,,
758TN54,21841,,,,,,,,,
82GS2025,7024,,,,,,,,,
758RJ48,14354,,,,,,,,,
758NL33,15021,,,,,,,,,
758KL49,14355,,,,,,,,,
758JK50,19907,,,,,,,,,
758JH31,13368,,,,,,,,,
758HR30,13241,,,,,,,,,
758GJ32,20927,,,,,,,,,
758GJ26,20367,,,,,,,,,
758GA37A,11097,,,,,,,,,
758GA37,10912,,,,,,,,,
758BR32,13113,,,,,,,,,
758AS33,15016,,,,,,,,,
758PN42,10907,,,,,,,,,
774PN39,14653,,,,,,,,,
75HP37,10961,,,,,,,,,
828GS2027,6921,,,,,,,,,
78TN32A,10460,,,,,,,,,
78TN42,11877,,,,,,,,,
790RJ26,22061,,,,,,,,,
791KL30,21904,,,,,,,,,
791TS43,10269,,,,,,,,,
791UP37,11697,,,,,,,,,
792AP41,10337,,,,,,,,,
792AP42,10218,,,,,,,,,
792AP42A,10257,,,,,,,,,
792TS45,10272,,,,,,,,,
793AP33,10203,,,,,,,,,
793KA31,20965,,,,,,,,,
793RJ45,10645,,,,,,,,,
793TN42,10644,,,,,,,,,
793TS34,10204,,,,,,,,,
793TS35,10207,,,,,,,,,
793UP30,22084,,,,,,,,,
793WB37,11698,,,,,,,,,
794AP34,10206,,,,,,,,,
794HR34,10205,,,,,,,,,
794PN42,10333,,,,,,,,,
794TN32,9869,,,,,,,,,
794TS36,10212,,,,,,,,,
78TN32,9776,,,,,,,,,
795AP38,10214,,,,,,,,,
78ML31,9774,,,,,,,,,
78JK35,14834,,,,,,,,,
786JH34,11885,,,,,,,,,
786MH30,9821,,,,,,,,,
786MZ32,9922,,,,,,,,,
787HP34,11886,,,,,,,,,
787HP35,11869,,,,,,,,,
787MZ36,11873,,,,,,,,,
787RJ40,11701,,,,,,,,,
787TN33,10338,,,,,,,,,
788GA30,21047,,,,,,,,,
788GS2030,7122,,,,,,,,,
788MP33,11695,,,,,,,,,
788NL32,9923,,,,,,,,,
788RJ32,22065,,,,,,,,,
789HP37,10551,,,,,,,,,
789MH32,9822,,,,,,,,,
789TS34,10334,,,,,,,,,
789TS36,11696,,,,,,,,,
789WB37,10553,,,,,,,,,
789WB40,14844,,,,,,,,,
78AP31,9773,,,,,,,,,
78AP31A,9914,,,,,,,,,
78GJ32,9777,,,,,,,,,
78GJ32A,10367,,,,,,,,,
78KL45,11770,,,,,,,,,
795AP39,10215,,,,,,,,,
795AP40,10216,,,,,,,,,
795AP40A,10255,,,,,,,,,
802MZ36,10374,,,,,,,,,
802TS35,9824,,,,,,,,,
802WB37,10384,,,,,,,,,
803AP35,9826,,,,,,,,,
803AP36,10355,,,,,,,,,
804AP37,10471,,,,,,,,,
804AP41,9871,,,,,,,,,
804AP42,9872,,,,,,,,,
804PN42,10268,,,,,,,,,
805RJ37,10474,,,,,,,,,
806JK37,10477,,,,,,,,,
807AP36,9830,,,,,,,,,
807WB38,10478,,,,,,,,,
80NL30,21995,,,,,,,,,
810JH32,22199,,,,,,,,,
810KL32,21905,,,,,,,,,
813GS2045,7124,,,,,,,,,
815GS2026,7114,,,,,,,,,
815JK30,22181,,,,,,,,,
817GS2044,7115,,,,,,,,,
824GS2027,6884,,,,,,,,,
824GS2033,7106,,,,,,,,,
826GS2027,6898,,,,,,,,,
802AP38,10383,,,,,,,,,
801WB41,10393,,,,,,,,,
79TS44,10271,,,,,,,,,
79RJ42,9800,,,,,,,,,
795GS2032,6835,,,,,,,,,
795HR32,9870,,,,,,,,,
795HR37,10640,,,,,,,,,
795JK30,21046,,,,,,,,,
795TS35,10382,,,,,,,,,
795TS37,10642,,,,,,,,,
795WB39,11700,,,,,,,,,
796AP40,10643,,,,,,,,,
796WB37,10213,,,,,,,,,
797AP36,10639,,,,,,,,,
797AP39,10336,,,,,,,,,
828GS2032,6885,,,,,,,,,
797HR42,10479,,,,,,,,,
797RJ42,10480,,,,,,,,,
797WB42,10454,,,,,,,,,
798AP31,20961,,,,,,,,,
798RJ42,10381,,,,,,,,,
799TN42,9834,,,,,,,,,
799TS30,22205,,,,,,,,,
799TS35,22204,,,,,,,,,
799WB35,22175,,,,,,,,,
79AP33,9785,,,,,,,,,
79AP34,9797,,,,,,,,,
79HR34,10332,,,,,,,,,
797PN38,14836,,,,,,,,,
755TS32,19185,,,,,,,,,
774MZ38,14558,,,,,,,,,
774MP43,14656,,,,,,,,,
765NL32,13247,,,,,,,,,
765PN42,11981,,,,,,,,,
765RJ32,10543,,,,,,,,,
765RJ32A,11288,,,,,,,,,
765RJ33,13881,,,,,,,,,
765RJ48,19740,,,,,,,,,
765TN29,10234,,,,,,,,,
765TN30,19908,,,,,,,,,
765TN33,13874,,,,,,,,,
765TN33A,19524,,,,,,,,,
765TN53,13997,,,,,,,,,
765TS30,22188,,,,,,,,,
765TS39,19550,,,,,,,,,
765UP30,22086,,,,,,,,,
765UP34,20943,,,,,,,,,
766AP32,13958,,,,,,,,,
766AP37,19538,,,,,,,,,
766AP42,19621,,,,,,,,,
766BR33,14098,,,,,,,,,
766GJ30,14269,,,,,,,,,
766GJ30A,20479,,,,,,,,,
766GJ32,21264,,,,,,,,,
766HR29,14635,,,,,,,,,
765KL48,13996,,,,,,,,,
766HR35,19533,,,,,,,,,
765KA34,13384,,,,,,,,,
765HR33A,14272,,,,,,,,,
764RJ38,13902,,,,,,,,,
764RJ49,20366,,,,,,,,,
764TN29,10452,,,,,,,,,
764TN32,10544,,,,,,,,,
764TS33,14097,,,,,,,,,
764UP36,14109,,,,,,,,,
764WB32,13248,,,,,,,,,
764WB42,13621,,,,,,,,,
764WB43,19520,,,,,,,,,
764WB43A,20946,,,,,,,,,
765AS32,10765,,,,,,,,,
765BR32,10529,,,,,,,,,
765BR32A,10721,,,,,,,,,
765CG33,22494,,,,,,,,,
765GA32,13243,,,,,,,,,
765GA33,20238,,,,,,,,,
765GA34,22496,,,,,,,,,
765GJ29,10233,,,,,,,,,
765GJ29A,20368,,,,,,,,,
765GJ33,13964,,,,,,,,,
765HP35,20738,,,,,,,,,
765HR30,13957,,,,,,,,,
765HR33,13882,,,,,,,,,
765HR33B,20240,,,,,,,,,
764MP33,14093,,,,,,,,,
766HR36,22501,,,,,,,,,
766KL46,19737,,,,,,,,,
767CG33,21502,,,,,,,,,
767GA33,19527,,,,,,,,,
767GA33A,20937,,,,,,,,,
767HP34,21509,,,,,,,,,
767HR32,11284,,,,,,,,,
767HR35,20944,,,,,,,,,
767JH37,13257,,,,,,,,,
767KA32,11984,,,,,,,,,
767KA36,20222,,,,,,,,,
767KA42,21820,,,,,,,,,
767KL34,10851,,,,,,,,,
767KL43,22506,,,,,,,,,
767MP33,13965,,,,,,,,,
767NL32,10541,,,,,,,,,
767NL33,13626,,,,,,,,,
767NL33A,13967,,,,,,,,,
767NL33B,20243,,,,,,,,,
767PN35,19167,,,,,,,,,
767RJ33,20942,,,,,,,,,
767RJ34,21863,,,,,,,,,
767TN30,20470,,,,,,,,,
767TN53,14564,,,,,,,,,
767TS35,13389,,,,,,,,,
767CG31,21849,,,,,,,,,
766KA42,12313,,,,,,,,,
767AS33B,19526,,,,,,,,,
767AS33,13877,,,,,,,,,
766KL50,14563,,,,,,,,,
766MH33,14549,,,,,,,,,
766ML32,20231,,,,,,,,,
766MP48,14559,,,,,,,,,
766RJ31,21842,,,,,,,,,
766RJ33,13960,,,,,,,,,
766RJ33A,22495,,,,,,,,,
766RJ34,22497,,,,,,,,,
766RJ43,13994,,,,,,,,,
766SK33,14274,,,,,,,,,
766TN33,20928,,,,,,,,,
766TN43,19622,,,,,,,,,
766TS34,13387,,,,,,,,,
766TS44,13995,,,,,,,,,
766UP32,10771,,,,,,,,,
766UP33,14162,,,,,,,,,
766UP33A,14273,,,,,,,,,
766WB39,13906,,,,,,,,,
766WB43,21827,,,,,,,,,
767AP31,9696,,,,,,,,,
767AP38,19487,,,,,,,,,
767AP38A,21510,,,,,,,,,
767AS32,11980,,,,,,,,,
767AS33A,14092,,,,,,,,,
764MH33,13886,,,,,,,,,
764MH32,11285,,,,,,,,,
764KL34,13606,,,,,,,,,
762BR32,10854,,,,,,,,,
762GA32,12678,,,,,,,,,
762GA32A,13373,,,,,,,,,
762GJ28,19480,,,,,,,,,
762GJ29,11589,,,,,,,,,
762GS2039,9538,,,,,,,,,
762HP43,19519,,,,,,,,,
762HR31,13600,,,,,,,,,
762KL38,20739,,,,,,,,,
762KL44,20948,,,,,,,,,
762KL53,13624,,,,,,,,,
762MH30,9695,,,,,,,,,
762MH30A,11277,,,,,,,,,
762MN35,14165,,,,,,,,,
762MP34,14163,,,,,,,,,
762MZ36,14166,,,,,,,,,
762PN32,12673,,,,,,,,,
762PN38,15100,,,,,,,,,
762PY35,14164,,,,,,,,,
762RJ43,19518,,,,,,,,,
762TN33,13602,,,,,,,,,
762TN34,22499,,,,,,,,,
762TN43,13908,,,,,,,,,
762BR31,19181,,,,,,,,,
762TN53,19488,,,,,,,,,
762AS33,19186,,,,,,,,,
762AR32,13372,,,,,,,,,
75HR30,15098,,,,,,,,,
75MH44,23332,,,,,,,,,
75MN36,23204,,,,,,,,,
75MN36A,23352,,,,,,,,,
75SK34,23200,,,,,,,,,
75TN31,23581,,,,,,,,,
75TN54,23337,,,,,,,,,
75TR30,22137,,,,,,,,,
75UK29,23546,,,,,,,,,
75UP35,18085,,,,,,,,,
761AP43,19552,,,,,,,,,
761GJ32,10531,,,,,,,,,
761GS2030,7142,,,,,,,,,
761HP38,20742,,,,,,,,,
761HR32,10853,,,,,,,,,
761JK42,13135,,,,,,,,,
761MH29,9435,,,,,,,,,
761RJ32,13377,,,,,,,,,
761RJ43,15105,,,,,,,,,
761TN32,10852,,,,,,,,,
761TN32A,13379,,,,,,,,,
761TS32,14088,,,,,,,,,
761TS44,15106,,,,,,,,,
762AS32,12666,,,,,,,,,
762UK33,13716,,,,,,,,,
762UP33,20732,,,,,,,,,
762UP34,20735,,,,,,,,,
763PN39,12706,,,,,,,,,
763PY32,13382,,,,,,,,,
763RJ41,22505,,,,,,,,,
763TN47,12345,,,,,,,,,
763TS36,13718,,,,,,,,,
763TS43,12321,,,,,,,,,
763TS44,12328,,,,,,,,,
763WB38,20743,,,,,,,,,
764AP31,21494,,,,,,,,,
764AP33,12689,,,,,,,,,
764AR30,20570,,,,,,,,,
764BR32,13242,,,,,,,,,
764GA30,20571,,,,,,,,,
764GA33,13887,,,,,,,,,
764GA38,13619,,,,,,,,,
764GJ31,21262,,,,,,,,,
764GJ33,21500,,,,,,,,,
764GJ34,21503,,,,,,,,,
764HP39,21512,,,,,,,,,
764HR31,13915,,,,,,,,,
764JK50,20402,,,,,,,,,
764KA32,19523,,,,,,,,,
764KA39,20744,,,,,,,,,
763ML32,20731,,,,,,,,,
763ML25,11675,,,,,,,,,
763MH36,22502,,,,,,,,,
763MH35,22500,,,,,,,,,
762UP35,13778,,,,,,,,,
763AP30,9531,,,,,,,,,
763AR33,20734,,,,,,,,,
763BR38,20741,,,,,,,,,
763GA33,20733,,,,,,,,,
763GJ32,13916,,,,,,,,,
763GJ33,21856,,,,,,,,,
763GJ34,21858,,,,,,,,,
763GS2059,9907,,,,,,,,,
763HP37,13127,,,,,,,,,
763HR28,9770,,,,,,,,,
767TS45,19733,,,,,,,,,
763HR29,9433,,,,,,,,,
763HR33,13627,,,,,,,,,
763JH30,14087,,,,,,,,,
763JK53,19742,,,,,,,,,
763JK53A,20483,,,,,,,,,
763KA37,12692,,,,,,,,,
763KA39,13128,,,,,,,,,
763KA40,13134,,,,,,,,,
763KA42,12710,,,,,,,,,
763KL32,13375,,,,,,,,,
763KL43,12726,,,,,,,,,
763MH30,9437,,,,,,,,,
763HR32,13244,,,,,,,,,
767UK33,14102,,,,,,,,,
767UK33A,20931,,,,,,,,,
767UP33,20938,,,,,,,,,
772KA35,20396,,,,,,,,,
772KA35A,20477,,,,,,,,,
772KA37,21281,,,,,,,,,
772MH31,14367,,,,,,,,,
772MH32,14639,,,,,,,,,
772MH34,9724,,,,,,,,,
772MH35,21271,,,,,,,,,
772ML31,19517,,,,,,,,,
772MN32,9718,,,,,,,,,
772MP38,13977,,,,,,,,,
772MZ38,19539,,,,,,,,,
772RJ33,19912,,,,,,,,,
772RJ35,9725,,,,,,,,,
772TN33,19618,,,,,,,,,
772TN34,21269,,,,,,,,,
772TS35,19609,,,,,,,,,
772TS36,19902,,,,,,,,,
772TS46,14452,,,,,,,,,
772UP34,19900,,,,,,,,,
772UP36,13973,,,,,,,,,
772WB37,20399,,,,,,,,,
772WB38,11295,,,,,,,,,
773AP32,14640,,,,,,,,,
772JK43,20947,,,,,,,,,
773AP32A,20391,,,,,,,,,
772JK32,9717,,,,,,,,,
772HR33,20393,,,,,,,,,
771MN32,11286,,,,,,,,,
771MP40,21879,,,,,,,,,
771RJ33,19617,,,,,,,,,
771UK33,19482,,,,,,,,,
771UP33,19748,,,,,,,,,
771WB39,13991,,,,,,,,,
771WB41,20362,,,,,,,,,
771WB43,20363,,,,,,,,,
772AP34,10527,,,,,,,,,
